,QuarLang,AlterV10Sort,SexLang,Ziv2Lang,AnzBestWir
683,Friesenberg,4,Female,Married,291
684,Friesenberg,4,Female,Widowed,1
685,Friesenberg,5,Male,Dissolved partnership,5
686,Friesenberg,5,Male,Divorced,47
687,Friesenberg,5,Male,In registered partnership,2
688,Friesenberg,5,Male,Single,214
689,Friesenberg,5,Male,Married,493
690,Friesenberg,5,Male,Widowed,1
691,Friesenberg,5,Female,Divorced,96
692,Friesenberg,5,Female,Single,248
693,Friesenberg,5,Female,Married,629
694,Friesenberg,5,Female,Widowed,8
695,Friesenberg,6,Male,Dissolved partnership,2
696,Friesenberg,6,Male,Divorced,72
697,Friesenberg,6,Male,Single,146
698,Friesenberg,6,Male,Married,557
699,Friesenberg,6,Male,Widowed,4
700,Friesenberg,6,Female,Divorced,177
701,Friesenberg,6,Female,In registered partnership,1
702,Friesenberg,6,Female,Single,122
703,Friesenberg,6,Female,Married,440
704,Friesenberg,6,Female,Widowed,22
705,Friesenberg,7,Male,Divorced,79
706,Friesenberg,7,Male,In registered partnership,3
707,Friesenberg,7,Male,Single,50
708,Friesenberg,7,Male,Married,339
709,Friesenberg,7,Male,Widowed,8
710,Friesenberg,7,Female,Divorced,139
711,Friesenberg,7,Female,In registered partnership,1
712,Friesenberg,7,Female,Single,56
713,Friesenberg,7,Female,Married,297
714,Friesenberg,7,Female,Widowed,34
715,Friesenberg,8,Male,Dissolved partnership,1
716,Friesenberg,8,Male,Divorced,43
717,Friesenberg,8,Male,Single,26
718,Friesenberg,8,Male,Married,235
719,Friesenberg,8,Male,Widowed,12
720,Friesenberg,8,Female,Divorced,89
721,Friesenberg,8,Female,Single,37
722,Friesenberg,8,Female,Married,203
723,Friesenberg,8,Female,Widowed,75
724,Friesenberg,9,Male,Divorced,9
725,Friesenberg,9,Male,Single,7
726,Friesenberg,9,Male,Married,115
727,Friesenberg,9,Male,Widowed,27
728,Friesenberg,9,Female,Dissolved partnership,2
729,Friesenberg,9,Female,Divorced,54
730,Friesenberg,9,Female,Single,28
731,Friesenberg,9,Female,Married,85
732,Friesenberg,9,Female,Widowed,110
733,Friesenberg,10,Male,Divorced,2
734,Friesenberg,10,Male,Single,3
735,Friesenberg,10,Male,Married,20
736,Friesenberg,10,Male,Widowed,17
737,Friesenberg,10,Female,Divorced,8
738,Friesenberg,10,Female,Single,8
739,Friesenberg,10,Female,Married,8
740,Friesenberg,10,Female,Widowed,53
741,Friesenberg,11,Female,Widowed,2
742,Gewerbeschule,1,Male,Single,316
743,Gewerbeschule,1,Female,Single,304
744,Gewerbeschule,2,Male,Single,281
745,Gewerbeschule,2,Female,Single,274
746,Gewerbeschule,3,Male,Dissolved partnership,1
747,Gewerbeschule,3,Male,Divorced,1
748,Gewerbeschule,3,Male,Single,848
749,Gewerbeschule,3,Male,Married,34
750,Gewerbeschule,3,Female,Divorced,3
751,Gewerbeschule,3,Female,In registered partnership,2
752,Gewerbeschule,3,Female,Single,809
753,Gewerbeschule,3,Female,Unknown,1
754,Gewerbeschule,3,Female,Married,46
755,Gewerbeschule,4,Male,Dissolved partnership,3
756,Gewerbeschule,4,Male,Divorced,31
757,Gewerbeschule,4,Male,In registered partnership,13
758,Gewerbeschule,4,Male,Single,1092
759,Gewerbeschule,4,Male,Married,241
760,Gewerbeschule,4,Female,Dissolved partnership,3
761,Gewerbeschule,4,Female,Divorced,36
762,Gewerbeschule,4,Female,In registered partnership,7
763,Gewerbeschule,4,Female,Single,889
764,Gewerbeschule,4,Female,Unknown,1
765,Gewerbeschule,4,Female,Married,239
766,Gewerbeschule,4,Female,Widowed,1
767,Gewerbeschule,5,Male,Dissolved partnership,7
768,Gewerbeschule,5,Male,Divorced,79
769,Gewerbeschule,5,Male,In registered partnership,21
770,Gewerbeschule,5,Male,Single,483
771,Gewerbeschule,5,Male,Married,265
772,Gewerbeschule,5,Male,Widowed,1
773,Gewerbeschule,5,Female,Dissolved partnership,2
774,Gewerbeschule,5,Female,Divorced,76
775,Gewerbeschule,5,Female,Single,327
776,Gewerbeschule,5,Female,Married,224
777,Gewerbeschule,5,Female,Widowed,6
778,Gewerbeschule,6,Male,Dissolved partnership,8
779,Gewerbeschule,6,Male,Divorced,128
780,Gewerbeschule,6,Male,In registered partnership,14
781,Gewerbeschule,6,Male,Single,347
782,Gewerbeschule,6,Male,Married,291
783,Gewerbeschule,6,Male,Widowed,2
784,Gewerbeschule,6,Female,Dissolved partnership,3
785,Gewerbeschule,6,Female,Divorced,106
786,Gewerbeschule,6,Female,In registered partnership,1
787,Gewerbeschule,6,Female,Single,192
788,Gewerbeschule,6,Female,Married,218
789,Gewerbeschule,6,Female,Widowed,22
790,Gewerbeschule,7,Male,Dissolved partnership,3
791,Gewerbeschule,7,Male,Divorced,84
792,Gewerbeschule,7,Male,In registered partnership,3
793,Gewerbeschule,7,Male,Single,154
794,Gewerbeschule,7,Male,Married,164
795,Gewerbeschule,7,Male,Widowed,11
796,Gewerbeschule,7,Female,Divorced,107
797,Gewerbeschule,7,Female,In registered partnership,2
798,Gewerbeschule,7,Female,Single,62
799,Gewerbeschule,7,Female,Married,127
800,Gewerbeschule,7,Female,Widowed,20
801,Gewerbeschule,8,Male,Dissolved partnership,1
802,Gewerbeschule,8,Male,Divorced,41
803,Gewerbeschule,8,Male,In registered partnership,2
804,Gewerbeschule,8,Male,Single,50
805,Gewerbeschule,8,Male,Married,90
806,Gewerbeschule,8,Male,Widowed,14
807,Gewerbeschule,8,Female,Divorced,66
808,Gewerbeschule,8,Female,In registered partnership,1
809,Gewerbeschule,8,Female,Single,32
810,Gewerbeschule,8,Female,Married,61
811,Gewerbeschule,8,Female,Widowed,30
812,Gewerbeschule,9,Male,Divorced,9
813,Gewerbeschule,9,Male,In registered partnership,1
814,Gewerbeschule,9,Male,Single,18
815,Gewerbeschule,9,Male,Married,34
816,Gewerbeschule,9,Male,Widowed,16
817,Gewerbeschule,9,Female,Divorced,30
818,Gewerbeschule,9,Female,Single,12
819,Gewerbeschule,9,Female,Married,19
820,Gewerbeschule,9,Female,Widowed,48
821,Gewerbeschule,10,Male,Divorced,2
822,Gewerbeschule,10,Male,Single,2
823,Gewerbeschule,10,Male,Married,1
824,Gewerbeschule,10,Male,Widowed,4
825,Gewerbeschule,10,Female,Single,1
826,Gewerbeschule,10,Female,Married,5
827,Gewerbeschule,10,Female,Widowed,37
828,Hard,1,Male,Single,553
829,Hard,1,Female,Single,475
830,Hard,2,Male,Single,387
831,Hard,2,Female,Single,397
832,Hard,3,Male,Dissolved partnership,1
833,Hard,3,Male,Divorced,3
834,Hard,3,Male,In registered partnership,1
835,Hard,3,Male,Single,1341
836,Hard,3,Male,Married,46
837,Hard,3,Female,Divorced,5
838,Hard,3,Female,Single,1314
839,Hard,3,Female,Unknown,1
840,Hard,3,Female,Married,74
841,Hard,4,Male,Dissolved partnership,10
842,Hard,4,Male,Divorced,42
843,Hard,4,Male,In registered partnership,8
844,Hard,4,Male,Single,1236
845,Hard,4,Male,Unknown,1
846,Hard,4,Male,Married,315
847,Hard,4,Female,Divorced,59
848,Hard,4,Female,In registered partnership,2
849,Hard,4,Female,Single,1037
850,Hard,4,Female,Married,364
851,Hard,4,Female,Widowed,4
852,Hard,5,Male,Dissolved partnership,7
853,Hard,5,Male,Divorced,93
854,Hard,5,Male,In registered partnership,17
855,Hard,5,Male,Single,578
856,Hard,5,Male,Married,418
857,Hard,5,Male,Widowed,2
858,Hard,5,Female,Divorced,138
859,Hard,5,Female,In registered partnership,2
860,Hard,5,Female,Single,433
861,Hard,5,Female,Unknown,1
862,Hard,5,Female,Married,391
863,Hard,5,Female,Widowed,11
864,Hard,6,Male,Dissolved partnership,5
865,Hard,6,Male,Divorced,138
866,Hard,6,Male,In registered partnership,13
867,Hard,6,Male,Single,262
868,Hard,6,Male,Married,358
869,Hard,6,Male,Widowed,7
870,Hard,6,Female,Dissolved partnership,1
871,Hard,6,Female,Divorced,181
872,Hard,6,Female,In registered partnership,3
873,Hard,6,Female,Single,177
874,Hard,6,Female,Married,306
875,Hard,6,Female,Widowed,15
876,Hard,7,Male,Divorced,102
877,Hard,7,Male,In registered partnership,3
878,Hard,7,Male,Single,138
879,Hard,7,Male,Married,234
880,Hard,7,Male,Widowed,11
881,Hard,7,Female,Divorced,161
882,Hard,7,Female,Single,90
883,Hard,7,Female,Married,206
884,Hard,7,Female,Widowed,44
885,Hard,8,Male,Divorced,74
886,Hard,8,Male,In registered partnership,3
887,Hard,8,Male,Single,69
888,Hard,8,Male,Married,154
889,Hard,8,Male,Widowed,14
890,Hard,8,Female,Divorced,86
891,Hard,8,Female,In registered partnership,1
892,Hard,8,Female,Single,49
893,Hard,8,Female,Married,84
894,Hard,8,Female,Widowed,78
895,Hard,9,Male,Divorced,19
896,Hard,9,Male,Single,19
897,Hard,9,Male,Married,43
898,Hard,9,Male,Widowed,23
899,Hard,9,Female,Divorced,38
900,Hard,9,Female,Single,30
901,Hard,9,Female,Married,25
902,Hard,9,Female,Widowed,77
903,Hard,10,Male,Divorced,1
904,Hard,10,Male,Single,2
905,Hard,10,Male,Married,3
906,Hard,10,Male,Widowed,8
907,Hard,10,Female,Divorced,6
908,Hard,10,Female,Single,11
909,Hard,10,Female,Widowed,40
910,Hard,11,Female,Widowed,1
911,Hirslanden,1,Male,Single,290
912,Hirslanden,1,Female,Single,320
913,Hirslanden,2,Male,Single,258
914,Hirslanden,2,Female,Single,271
915,Hirslanden,3,Male,Divorced,2
916,Hirslanden,3,Male,In registered partnership,2
917,Hirslanden,3,Male,Single,503
918,Hirslanden,3,Male,Married,10
919,Hirslanden,3,Female,Single,499
920,Hirslanden,3,Female,Married,25
921,Hirslanden,4,Male,Divorced,13
922,Hirslanden,4,Male,In registered partnership,3
923,Hirslanden,4,Male,Single,497
924,Hirslanden,4,Male,Married,196
925,Hirslanden,4,Female,Divorced,22
926,Hirslanden,4,Female,Single,491
927,Hirslanden,4,Female,Married,225
928,Hirslanden,5,Male,Dissolved partnership,3
929,Hirslanden,5,Male,Divorced,32
930,Hirslanden,5,Male,In registered partnership,3
931,Hirslanden,5,Male,Single,250
932,Hirslanden,5,Male,Married,248
933,Hirslanden,5,Male,Widowed,2
934,Hirslanden,5,Female,Dissolved partnership,1
935,Hirslanden,5,Female,Divorced,54
936,Hirslanden,5,Female,Single,250
937,Hirslanden,5,Female,Married,256
938,Hirslanden,5,Female,Widowed,2
939,Hirslanden,6,Male,Dissolved partnership,1
940,Hirslanden,6,Male,Divorced,66
941,Hirslanden,6,Male,In registered partnership,9
942,Hirslanden,6,Male,Single,164
943,Hirslanden,6,Male,Married,272
944,Hirslanden,6,Male,Widowed,4
945,Hirslanden,6,Female,Divorced,82
946,Hirslanden,6,Female,In registered partnership,1
947,Hirslanden,6,Female,Single,169
948,Hirslanden,6,Female,Married,261
949,Hirslanden,6,Female,Widowed,9
950,Hirslanden,7,Male,Divorced,60
951,Hirslanden,7,Male,In registered partnership,2
952,Hirslanden,7,Male,Single,72
953,Hirslanden,7,Male,Unknown,1
954,Hirslanden,7,Male,Married,161
955,Hirslanden,7,Male,Widowed,5
956,Hirslanden,7,Female,Divorced,99
957,Hirslanden,7,Female,In registered partnership,1
958,Hirslanden,7,Female,Single,108
959,Hirslanden,7,Female,Married,155
960,Hirslanden,7,Female,Widowed,20
961,Hirslanden,8,Male,Dissolved partnership,1
962,Hirslanden,8,Male,Divorced,48
963,Hirslanden,8,Male,In registered partnership,1
964,Hirslanden,8,Male,Single,50
965,Hirslanden,8,Male,Married,141
966,Hirslanden,8,Male,Widowed,13
967,Hirslanden,8,Female,Divorced,70
968,Hirslanden,8,Female,Single,68
969,Hirslanden,8,Female,Married,113
970,Hirslanden,8,Female,Widowed,47
971,Hirslanden,9,Male,Divorced,16
972,Hirslanden,9,Male,In registered partnership,3
973,Hirslanden,9,Male,Single,11
974,Hirslanden,9,Male,Married,70
975,Hirslanden,9,Male,Widowed,22
976,Hirslanden,9,Female,Divorced,55
977,Hirslanden,9,Female,Single,52
978,Hirslanden,9,Female,Married,53
979,Hirslanden,9,Female,Widowed,83
980,Hirslanden,10,Male,Divorced,1
981,Hirslanden,10,Male,Single,5
982,Hirslanden,10,Male,Married,13
983,Hirslanden,10,Male,Widowed,17
984,Hirslanden,10,Female,Divorced,11
985,Hirslanden,10,Female,Single,31
986,Hirslanden,10,Female,Married,10
987,Hirslanden,10,Female,Widowed,70
988,Hirslanden,11,Female,Widowed,6
989,Hirzenbach,1,Male,Single,738
990,Hirzenbach,1,Female,Single,742
991,Hirzenbach,2,Male,Single,625
992,Hirzenbach,2,Female,Single,560
993,Hirzenbach,3,Male,Divorced,2
994,Hirzenbach,3,Male,Single,1011
995,Hirzenbach,3,Male,Married,72
996,Hirzenbach,3,Female,Divorced,14
997,Hirzenbach,3,Female,Single,920
998,Hirzenbach,3,Female,Unknown,1
999,Hirzenbach,3,Female,Married,152
1000,Hirzenbach,3,Female,Widowed,1
1001,Hirzenbach,4,Male,Divorced,41
1002,Hirzenbach,4,Male,In registered partnership,2
1003,Hirzenbach,4,Male,Single,598
1004,Hirzenbach,4,Male,Married,523
1005,Hirzenbach,4,Male,Widowed,1
1006,Hirzenbach,4,Female,Divorced,53
1007,Hirzenbach,4,Female,Single,456
1008,Hirzenbach,4,Female,Unknown,2
1009,Hirzenbach,4,Female,Married,593
1010,Hirzenbach,4,Female,Widowed,2
1011,Hirzenbach,5,Male,Dissolved partnership,3
1012,Hirzenbach,5,Male,Divorced,94
1013,Hirzenbach,5,Male,In registered partnership,4
1014,Hirzenbach,5,Male,Single,233
1015,Hirzenbach,5,Male,Unknown,1
1016,Hirzenbach,5,Male,Married,550
1017,Hirzenbach,5,Male,Widowed,4
1018,Hirzenbach,5,Female,Dissolved partnership,1
1019,Hirzenbach,5,Female,Divorced,142
1020,Hirzenbach,5,Female,In registered partnership,3
1021,Hirzenbach,5,Female,Single,170
1022,Hirzenbach,5,Female,Married,567
1023,Hirzenbach,5,Female,Widowed,13
1024,Hirzenbach,6,Male,Dissolved partnership,2
1025,Hirzenbach,6,Male,Divorced,106
1026,Hirzenbach,6,Male,In registered partnership,2
1027,Hirzenbach,6,Male,Single,139
1028,Hirzenbach,6,Male,Married,491
1029,Hirzenbach,6,Male,Widowed,8
1030,Hirzenbach,6,Female,Divorced,178
1031,Hirzenbach,6,Female,In registered partnership,1
1032,Hirzenbach,6,Female,Single,108
1033,Hirzenbach,6,Female,Married,410
1034,Hirzenbach,6,Female,Widowed,42
1035,Hirzenbach,7,Male,Divorced,103
1036,Hirzenbach,7,Male,In registered partnership,2
1037,Hirzenbach,7,Male,Single,79
1038,Hirzenbach,7,Male,Married,323
1039,Hirzenbach,7,Male,Widowed,7
1040,Hirzenbach,7,Female,Divorced,170
1041,Hirzenbach,7,Female,Single,87
1042,Hirzenbach,7,Female,Married,247
1043,Hirzenbach,7,Female,Widowed,62
1044,Hirzenbach,8,Male,Divorced,53
1045,Hirzenbach,8,Male,In registered partnership,1
1046,Hirzenbach,8,Male,Single,52
1047,Hirzenbach,8,Male,Married,201
1048,Hirzenbach,8,Male,Widowed,27
1049,Hirzenbach,8,Female,Divorced,153
1050,Hirzenbach,8,Female,Single,55
1051,Hirzenbach,8,Female,Married,165
1052,Hirzenbach,8,Female,Widowed,88
1053,Hirzenbach,9,Male,Divorced,19
1054,Hirzenbach,9,Male,Single,15
1055,Hirzenbach,9,Male,Married,123
1056,Hirzenbach,9,Male,Widowed,36
1057,Hirzenbach,9,Female,Dissolved partnership,1
1058,Hirzenbach,9,Female,Divorced,75
1059,Hirzenbach,9,Female,Single,24
1060,Hirzenbach,9,Female,Married,80
1061,Hirzenbach,9,Female,Widowed,136
1062,Hirzenbach,10,Male,Divorced,4
1063,Hirzenbach,10,Male,Married,21
1064,Hirzenbach,10,Male,Widowed,15
1065,Hirzenbach,10,Female,Divorced,19
1066,Hirzenbach,10,Female,Single,10
1067,Hirzenbach,10,Female,Married,13
1068,Hirzenbach,10,Female,Widowed,72
1069,Hirzenbach,11,Male,Widowed,1
1070,Hochschulen,1,Male,Single,14
1071,Hochschulen,1,Female,Single,11
1072,Hochschulen,2,Male,Single,27
1073,Hochschulen,2,Female,Single,21
1074,Hochschulen,3,Male,Divorced,0
1075,Hochschulen,3,Male,Single,117
1076,Hochschulen,3,Male,Married,2
1077,Hochschulen,3,Female,Single,97
1078,Hochschulen,3,Female,Married,1
1079,Hochschulen,4,Male,Divorced,1
1080,Hochschulen,4,Male,Single,37
1081,Hochschulen,4,Male,Married,10
1082,Hochschulen,4,Female,Single,32
1083,Hochschulen,4,Female,Married,13
1084,Hochschulen,5,Male,Divorced,1
1085,Hochschulen,5,Male,In registered partnership,2
1086,Hochschulen,5,Male,Single,11
1087,Hochschulen,5,Male,Married,12
1088,Hochschulen,5,Female,Divorced,2
1089,Hochschulen,5,Female,Single,8
1090,Hochschulen,5,Female,Married,12
1091,Hochschulen,6,Male,Divorced,6
1092,Hochschulen,6,Male,Single,18
1093,Hochschulen,6,Male,Married,20
1094,Hochschulen,6,Female,Divorced,7
1095,Hochschulen,6,Female,Single,9
1096,Hochschulen,6,Female,Married,19
1097,Hochschulen,6,Female,Widowed,1
1098,Hochschulen,7,Male,Divorced,3
1099,Hochschulen,7,Male,Single,6
1100,Hochschulen,7,Male,Married,11
1101,Hochschulen,7,Male,Widowed,1
1102,Hochschulen,7,Female,Divorced,4
1103,Hochschulen,7,Female,Single,7
1104,Hochschulen,7,Female,Married,11
1105,Hochschulen,7,Female,Widowed,3
1106,Hochschulen,8,Male,Divorced,8
1107,Hochschulen,8,Male,Single,4
1108,Hochschulen,8,Male,Married,10
1109,Hochschulen,8,Male,Widowed,2
1110,Hochschulen,8,Female,Divorced,8
1111,Hochschulen,8,Female,Single,9
1112,Hochschulen,8,Female,Married,8
1113,Hochschulen,8,Female,Widowed,1
1114,Hochschulen,9,Male,Divorced,1
1115,Hochschulen,9,Male,Single,2
1116,Hochschulen,9,Male,Married,6
1117,Hochschulen,9,Male,Widowed,6
1118,Hochschulen,9,Female,Divorced,7
1119,Hochschulen,9,Female,Single,6
1120,Hochschulen,9,Female,Married,4
1121,Hochschulen,9,Female,Widowed,8
1122,Hochschulen,10,Male,Single,2
1123,Hochschulen,10,Male,Married,3
1124,Hochschulen,10,Male,Widowed,3
1125,Hochschulen,10,Female,Divorced,2
1126,Hochschulen,10,Female,Single,9
1127,Hochschulen,10,Female,Married,3
1128,Hochschulen,10,Female,Widowed,7
1129,Hottingen,1,Male,Single,547
1130,Hottingen,1,Female,Single,509
1131,Hottingen,2,Male,Single,456
1132,Hottingen,2,Female,Single,499
1133,Hottingen,3,Male,Dissolved partnership,1
1134,Hottingen,3,Male,In registered partnership,1
1135,Hottingen,3,Male,Single,783
1136,Hottingen,3,Male,Married,20
1137,Hottingen,3,Female,Divorced,1
1138,Hottingen,3,Female,Single,739
1139,Hottingen,3,Female,Married,28
1140,Hottingen,4,Male,Divorced,18
1141,Hottingen,4,Male,In registered partnership,14
1142,Hottingen,4,Male,Single,653
1143,Hottingen,4,Male,Unknown,1
1144,Hottingen,4,Male,Married,247
1145,Hottingen,4,Female,Divorced,28
1146,Hottingen,4,Female,In registered partnership,2
1147,Hottingen,4,Female,Single,680
1148,Hottingen,4,Female,Married,342
1149,Hottingen,5,Male,Dissolved partnership,1
1150,Hottingen,5,Male,Divorced,32
1151,Hottingen,5,Male,In registered partnership,15
1152,Hottingen,5,Male,Single,350
1153,Hottingen,5,Male,Married,464
1154,Hottingen,5,Male,Widowed,1
1155,Hottingen,5,Female,Dissolved partnership,1
1156,Hottingen,5,Female,Divorced,74
1157,Hottingen,5,Female,In registered partnership,1
1158,Hottingen,5,Female,Single,353
1159,Hottingen,5,Female,Married,448
1160,Hottingen,5,Female,Widowed,6
1161,Hottingen,6,Male,Dissolved partnership,1
1162,Hottingen,6,Male,Divorced,89
1163,Hottingen,6,Male,In registered partnership,11
1164,Hottingen,6,Male,Single,232
1165,Hottingen,6,Male,Unknown,1
1166,Hottingen,6,Male,Married,438
1167,Hottingen,6,Male,Widowed,4
1168,Hottingen,6,Female,Dissolved partnership,1
1169,Hottingen,6,Female,Divorced,147
1170,Hottingen,6,Female,In registered partnership,2
1171,Hottingen,6,Female,Single,238
1172,Hottingen,6,Female,Married,399
1173,Hottingen,6,Female,Widowed,14
1174,Hottingen,7,Male,Dissolved partnership,1
1175,Hottingen,7,Male,Divorced,78
1176,Hottingen,7,Male,In registered partnership,8
1177,Hottingen,7,Male,Single,128
1178,Hottingen,7,Male,Married,284
1179,Hottingen,7,Male,Widowed,7
1180,Hottingen,7,Female,Dissolved partnership,1
1181,Hottingen,7,Female,Divorced,126
1182,Hottingen,7,Female,In registered partnership,1
1183,Hottingen,7,Female,Single,143
1184,Hottingen,7,Female,Married,262
1185,Hottingen,7,Female,Widowed,27
1186,Hottingen,8,Male,Dissolved partnership,2
1187,Hottingen,8,Male,Divorced,58
1188,Hottingen,8,Male,In registered partnership,5
1189,Hottingen,8,Male,Single,65
1190,Hottingen,8,Male,Married,226
1191,Hottingen,8,Male,Widowed,19
1192,Hottingen,8,Female,Divorced,106
1193,Hottingen,8,Female,Single,101
1194,Hottingen,8,Female,Married,184
1195,Hottingen,8,Female,Widowed,73
1196,Hottingen,9,Male,Divorced,33
1197,Hottingen,9,Male,In registered partnership,2
1198,Hottingen,9,Male,Single,22
1199,Hottingen,9,Male,Married,103
1200,Hottingen,9,Male,Widowed,31
1201,Hottingen,9,Female,Divorced,50
1202,Hottingen,9,Female,Single,73
1203,Hottingen,9,Female,Married,68
1204,Hottingen,9,Female,Widowed,112
1205,Hottingen,10,Male,Divorced,3
1206,Hottingen,10,Male,Single,2
1207,Hottingen,10,Male,Married,16
1208,Hottingen,10,Male,Widowed,8
1209,Hottingen,10,Female,Divorced,8
1210,Hottingen,10,Female,Single,16
1211,Hottingen,10,Female,Married,10
1212,Hottingen,10,Female,Widowed,63
1213,Hottingen,11,Male,Widowed,2
1214,Hottingen,11,Female,Widowed,3
1215,Höngg,1,Male,Single,1309
1216,Höngg,1,Female,Single,1290
1217,Höngg,2,Male,Single,1069
1218,Höngg,2,Female,Single,972
1219,Höngg,3,Male,Divorced,1
1220,Höngg,3,Male,In registered partnership,1
1221,Höngg,3,Male,Single,1845
1222,Höngg,3,Male,Unknown,1
1223,Höngg,3,Male,Married,45
1224,Höngg,3,Female,Divorced,6
1225,Höngg,3,Female,In registered partnership,2
1226,Höngg,3,Female,Single,1411
1227,Höngg,3,Female,Married,107
1228,Höngg,4,Male,Dissolved partnership,6
1229,Höngg,4,Male,Divorced,41
1230,Höngg,4,Male,In registered partnership,7
1231,Höngg,4,Male,Single,1348
1232,Höngg,4,Male,Married,655
1233,Höngg,4,Male,Widowed,2
1234,Höngg,4,Female,Dissolved partnership,1
1235,Höngg,4,Female,Divorced,80
1236,Höngg,4,Female,In registered partnership,5
1237,Höngg,4,Female,Single,1175
1238,Höngg,4,Female,Married,810
1239,Höngg,4,Female,Widowed,4
1240,Höngg,5,Male,Dissolved partnership,4
1241,Höngg,5,Male,Divorced,110
1242,Höngg,5,Male,In registered partnership,18
1243,Höngg,5,Male,Single,728
1244,Höngg,5,Male,Married,1015
1245,Höngg,5,Male,Widowed,1
1246,Höngg,5,Female,Dissolved partnership,2
1247,Höngg,5,Female,Divorced,204
1248,Höngg,5,Female,In registered partnership,4
1249,Höngg,5,Female,Single,602
1250,Höngg,5,Female,Married,1071
1251,Höngg,5,Female,Widowed,9
1252,Höngg,6,Male,Dissolved partnership,6
1253,Höngg,6,Male,Divorced,188
1254,Höngg,6,Male,In registered partnership,25
1255,Höngg,6,Male,Single,462
1256,Höngg,6,Male,Married,849
1257,Höngg,6,Male,Widowed,13
1258,Höngg,6,Female,Dissolved partnership,2
1259,Höngg,6,Female,Divorced,303
1260,Höngg,6,Female,In registered partnership,5
1261,Höngg,6,Female,Single,431
1262,Höngg,6,Female,Married,760
1263,Höngg,6,Female,Widowed,39
1264,Höngg,7,Male,Dissolved partnership,2
1265,Höngg,7,Male,Divorced,192
1266,Höngg,7,Male,In registered partnership,16
1267,Höngg,7,Male,Single,233
1268,Höngg,7,Male,Married,595
1269,Höngg,7,Male,Widowed,20
1270,Höngg,7,Female,Dissolved partnership,1
1271,Höngg,7,Female,Divorced,311
1272,Höngg,7,Female,In registered partnership,3
1273,Höngg,7,Female,Single,264
1274,Höngg,7,Female,Married,559
1275,Höngg,7,Female,Widowed,83
1276,Höngg,8,Male,Divorced,126
1277,Höngg,8,Male,In registered partnership,10
1278,Höngg,8,Male,Single,137
1279,Höngg,8,Male,Married,501
1280,Höngg,8,Male,Widowed,37
1281,Höngg,8,Female,Divorced,211
1282,Höngg,8,Female,In registered partnership,1
1283,Höngg,8,Female,Single,194
1284,Höngg,8,Female,Married,443
1285,Höngg,8,Female,Widowed,197
1286,Höngg,9,Male,Divorced,39
1287,Höngg,9,Male,In registered partnership,3
1288,Höngg,9,Male,Single,53
1289,Höngg,9,Male,Married,304
1290,Höngg,9,Male,Widowed,79
1291,Höngg,9,Female,Divorced,121
1292,Höngg,9,Female,Single,112
1293,Höngg,9,Female,Married,217
1294,Höngg,9,Female,Widowed,352
1295,Höngg,10,Male,Divorced,7
1296,Höngg,10,Male,Single,3
1297,Höngg,10,Male,Married,43
1298,Höngg,10,Male,Widowed,44
1299,Höngg,10,Female,Divorced,24
1300,Höngg,10,Female,Single,28
1301,Höngg,10,Female,Married,21
1302,Höngg,10,Female,Widowed,167
1303,Höngg,11,Male,Divorced,1
1304,Höngg,11,Male,Widowed,1
1305,Höngg,11,Female,Single,2
1306,Höngg,11,Female,Widowed,6
1307,Langstrasse,1,Male,Single,242
1308,Langstrasse,1,Female,Single,255
1309,Langstrasse,2,Male,Single,137
1310,Langstrasse,2,Female,Single,143
1311,Langstrasse,3,Male,Divorced,1
1312,Langstrasse,3,Male,In registered partnership,4
1313,Langstrasse,3,Male,Single,1332
1314,Langstrasse,3,Male,Unknown,1
1315,Langstrasse,3,Male,Married,39
1316,Langstrasse,3,Female,Divorced,2
1317,Langstrasse,3,Female,In registered partnership,1
1318,Langstrasse,3,Female,Single,1172
1319,Langstrasse,3,Female,Unknown,1
1320,Langstrasse,3,Female,Married,67
1321,Langstrasse,4,Male,Dissolved partnership,10
1322,Langstrasse,4,Male,Divorced,50
1323,Langstrasse,4,Male,In registered partnership,26
1324,Langstrasse,4,Male,Single,1814
1325,Langstrasse,4,Male,Married,318
1326,Langstrasse,4,Male,Widowed,1
1327,Langstrasse,4,Female,Dissolved partnership,4
1328,Langstrasse,4,Female,Divorced,61
1329,Langstrasse,4,Female,In registered partnership,6
1330,Langstrasse,4,Female,Single,1237
1331,Langstrasse,4,Female,Married,283
1332,Langstrasse,4,Female,Widowed,1
1333,Langstrasse,5,Male,Dissolved partnership,10
1334,Langstrasse,5,Male,Divorced,118
1335,Langstrasse,5,Male,In registered partnership,33
1336,Langstrasse,5,Male,Single,723
1337,Langstrasse,5,Male,Married,294
1338,Langstrasse,5,Male,Widowed,3
1339,Langstrasse,5,Female,Dissolved partnership,1
1340,Langstrasse,5,Female,Divorced,99
1341,Langstrasse,5,Female,In registered partnership,3
1342,Langstrasse,5,Female,Single,388
1343,Langstrasse,5,Female,Married,235
1344,Langstrasse,5,Female,Widowed,3
1345,Langstrasse,6,Male,Dissolved partnership,7
1346,Langstrasse,6,Male,Divorced,196
1347,Langstrasse,6,Male,In registered partnership,21
1348,Langstrasse,6,Male,Single,405
1349,Langstrasse,6,Male,Married,299
1350,Langstrasse,6,Male,Widowed,6
1351,Langstrasse,6,Female,Dissolved partnership,1
1352,Langstrasse,6,Female,Divorced,173
1353,Langstrasse,6,Female,In registered partnership,6
