,name,address
512,Migros,Avenue de la Gare 7 1680 Romont Fr
513,Migros,Hôtel du Glacier 3906 Saas Fee
514,Migros,Via Luigi Canonica 40 6950 Tesserete
515,Migros,Via Cantonale 6807 Taverne
516,Migros,Avenue de la Grande Fin 1 1510 Moudon
517,Migros,Centre Commercial du Stade 1965 Savièse
518,Migros,Via alla Bozzoreda 39 6963 Pregassona
519,Migros,Avenue Grand-Champsec 30 1950 Sion
520,Migros,Via San Gottardo 150 6942 Savosa
521,Migros,Via Monte Boglia 5 6900 Lugano
522,Migros,Avenue Ritz 31 1950 Sion
523,Migros,Via Besso 74 6900 Massagno
524,Migros,Rte de Montreux 56 1618 Châtel-St-Denis
525,Migros,Avenue de France 14 - 20 1950 Sion
526,Migros,Via Pretorio 15 6900 Lugano
527,Migros,Via Lugano 21 6982 Agno
528,Migros,Viale Castagnola 6900 Lugano
529,Migros,Grand-Rue 27 2114 Fleurier
530,Migros,Route de Lausanne 2 1610 Oron-la-Ville
531,Migros,Rue de Lausanne 10 1400 Yverdon-les-Bains
532,Migros,Via Geretta 6902 Lugano
533,Migros,Rue de Neuchâtel 3 1400 Yverdon-les-Bains
534,Migros,Via Stazione 80 6987 Caslano
535,Migros,En Chamard 1442 Montagny-près-Yverdon
536,Migros,Route des Rottes 15 1964 Conthey
537,Migros,Via Cantonale 28 6916 Grancia
538,Migros,Route du Village 37 1807 Blonay
539,Migros,Place du Marché 6 1820 Montreux
540,Migros,Rue du Léman 9 1815 Clarens
541,Migros,Hofmattstrasse 12 3920 Zermatt
542,Migros,"Lake Placid, rte des Ecluses 23 1997 Haute-Nendaz"
543,Migros,Place des Anciens-Fossés 10b 1814 La Tour-de-Peilz
544,Migros,Rue des Moulins 5 b 1800 Vevey
545,Migros,Av. Gustave Coindet 11 1800 Vevey
546,Migros,Route du Simplon 1845 Noville
547,Migros,Rue de Praz-Palud 2 1040 Echallens
548,Migros,Rue de l'Industrie 21 1450 Ste-Croix
549,Migros,Via Cantonale 6818 Melano
550,Migros,Route des Granges-Martin 22 1350 Orbe
551,Migros,Place de la gare 5 1860 Aigle
552,Migros,Rue des Terreaux 22 1350 Orbe
553,Migros,Route de Bottens 1 1053 Cugy Vd
554,Migros,Place de la Croix-Blanche 11 1066 Epalinges
555,Migros,En Bellossy 1897 Bouveret
556,Migros,Ch. Sous-le-Grand Pré 4 1860 Aigle
557,Migros,Rue Centrale 43 - 45 1880 Bex
558,Migros,Route de la Conversion 314 1093 La Conversion
559,Migros,Route de Berne 1 1010 Lausanne
560,Migros,Avenue de la Vallonnette 2 1012 Lausanne
561,Migros,Rue de Gottefrey 38 1907 Saxon
562,Migros,"Via L. Lavizzari 2, piazza alla valle 6850 Mendrisio"
563,Migros,Chemin du Pré-de-la-Tour 3 1009 Pully
564,Migros,Route Aloys-Fauquez 97 1018 Lausanne
565,Migros,En Félezin 1032 Romanel-s-Lausanne
566,Migros,Entre-deux-Fossaux 1868 Collombey
567,Migros,Rue de la Borde 3b 1018 Lausanne
568,Migros,Via Campagna Adorna 6850 Mendrisio
569,Migros,Place de l'Europe 8 1003 Lausanne
570,Migros,Rue des Terreaux 25 1003 Lausanne
571,Migros,Avenue des Bergières 50 1004 Lausanne
572,Migros,Avenue d'Ouchy 11 1006 Lausanne
573,Migros,Avenue d'Echallens 63 1004 Lausanne
574,Migros,Avenue de la Gare 36 1870 Monthey
575,Migros,Route de Cossonay 9 1008 Prilly
576,Migros,Avenue de la Harpe 17 1007 Lausanne
577,Migros,Av. de Sévelin 2 ab 1007 Lausanne
578,Migros,Av. du Simplon 15 1890 St-Maurice
579,Migros,Les Arcades 1936 Verbier
580,Migros,Avenue de Cour 36 1007 Lausanne
581,Migros,Chemin du Viaduc 1 1008 Prilly
582,Migros,Avenue de Florissant 38 1020 Renens Vd
583,Migros,Viale Serfontana 20 6834 Morbio Inferiore
584,Migros,Chemin du Closalet 7 1023 Crissier
585,Migros,Rue de la Mèbre 9 1020 Renens Vd
586,Migros,Rue du Silo 11 1020 Renens
587,Migros,Rue de Provence 4 1926 Fully
588,Migros,Avenue d'Epenex 4c 1020 Renens Vd
589,Migros,Avenue du Tir-Fédéral 12 1022 Chavannes-Renens
590,Migros,Route des Chavannes 1 1304 Cossonay-Ville
591,Migros,Via Bernardino Luini 6830 Chiasso
592,Migros,Avenue de la Gare 84 1022 Chavannes-près-Renens
593,Migros,Rue de la Gare 2 1030 Bussigny-Lausanne
594,Migros,Chemin du Croset 7 1024 Ecublens Vd
595,Migros,Louis Favre 8a 1024 Ecublens Vd
596,Migros,Rue de la Chapalette 1 1933 Sembrancher
597,Migros,Grand-Rue 23 1337 Vallorbe
598,Migros,Rue des Avouillons 8 1920 Martigny
599,Migros,Chemin du Vuasset 2 1028 Préverenges
600,Migros,Rue du Manoir 1 1920 Martigny
601,Migros,Rue de la gare 19 1110 Morges
602,Migros,Route Suisse 26 1163 Etoy
603,Migros,Rue de la Gare 7 1347 Le Sentier
604,Migros,Av. de la Gare 17 1180 Rolle
605,Migros,Rue de Mauverney 22 1196 Gland
606,Migros,Rue de la Morâche 6 1260 Nyon
607,Migros,Chemin de l'ancien péage 1 1290 Versoix
608,Migros,Route de Thonon 55 1245 Collonge-Bellerive
609,Migros,Place de la Gare 2 1225 Chêne-Bourg
610,Migros,Rue de Genève 92 1226 Thônex
611,Migros,Chemin de la Gradelle 10 1224 Chêne-Bougeries
612,Migros,Rue des Paquis 41 1201 Genève
613,Migros,Rue des Eaux-Vives 17 - 19 1207 Genève
614,Migros,Rue de la Terrassière 29 1207 Genève
615,Migros,Rue de Lausanne 18 - 20 1201 Genève
616,Migros,Rue du Vidollet 5 1202 Genève
617,Migros,Route de Florissant 86 1206 Genève
618,Migros,Place de Cornavin 3 - 7 1201 Genève
619,Migros,Chemin de la Tourelle 2 - 4 1209 Genève
620,Migros,Rue Sonnex 20 1218 Le Grand-Saconnex
621,Migros,Place de la Fusterie 7 1204 Genève
622,Migros,Rue de la Servette 93 1202 Genève
623,Migros,Route de l'Aéroport 25 1215 Genève 15 Aéroport
624,Migros,Avenue de Champel 61 1206 Genève
625,Migros,Rue de Carouge 64 1205 Genève
626,Migros,Avenue Louis-Casaï 27 1211 Genève 28
627,Migros,Promenade de l'Europe 11 1203 Genève
628,Migros,Boulevard Carl-Vogt 6 1205 Genève
629,Migros,Rue Gustave-Revilliod 4 1227 Carouge Ge
630,Migros,Rue du Marché 16 1227 Carouge Ge
631,Migros,Avenue de Feuillasse 24 1217 Meyrin
632,Migros,Avenue Vibert 29 1227 Carouge Ge
633,Migros,Esplanade de Pont-Rouge 2 1212 Grand-Lancy
634,Migros,Route de Peney 2 - 4 1214 Vernier
635,Migros,Place du Lignon 29 a 1219 Le Lignon
636,Migros,Rue des Bossons 78 - 80 1213 Petit-Lancy
637,Migros,Av. des Communes-Réunies 52 1212 Grand-Lancy
638,Migros,Route de Saint-Julien 176 1228 Plan-les-Ouates
639,Migros,Cc Val Thoiry 1710 Thoiry
